rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
15354	C9orf66	chromosome 9 open reading frame 66	891	5	18	0	1	0	0	0	1	1	1	9.997850e-01	NaN	NaN	9.997850e-01	1
15355	RUNX2	runt-related transcription factor 2	1635	0	680	1	3	0	0	1	4	4	4	9.794999e-01	1	9.550000e-01	9.997884e-01	1
15356	KIF25	kinesin family member 25	1194	0	152	2	2	0	0	0	2	2	2	9.796171e-01	1	4.770000e-01	9.997908e-01	1
15357	OR8J3	olfactory receptor, family 8, subfamily J, member 3	946	4	27	1	4	0	0	0	4	4	4	9.796581e-01	1	6.730000e-01	9.997917e-01	1
15358	SYBU	syntabulin (syntaxin-interacting)	2069	9	387	4	3	0	0	1	4	4	4	9.797020e-01	1	5.410000e-01	9.997926e-01	1
15359	ANKRD53	ankyrin repeat domain 53	1747	9	22	0	4	0	0	0	4	4	4	9.797496e-01	1	7.660000e-01	9.997936e-01	1
15360	BTBD16	BTB (POZ) domain containing 16	1588	1	258	2	2	0	0	0	2	2	2	9.797507e-01	1	5.550000e-01	9.997936e-01	1
15361	OR4A16	olfactory receptor, family 4, subfamily A, member 16	985	2	25	1	2	0	0	2	4	4	4	9.798349e-01	1	9.410000e-01	9.997953e-01	1
15362	GAS2	growth arrest-specific 2	982	0	838	0	4	0	1	0	5	4	5	9.799848e-01	1	6.170000e-01	9.997983e-01	1
15363	AGMAT	agmatine ureohydrolase (agmatinase)	1087	14	38	0	1	0	0	0	1	1	1	9.997984e-01	NaN	NaN	9.997984e-01	1
15364	DEPDC1	DEP domain containing 1	2480	0	85	4	3	1	0	0	4	4	4	9.799855e-01	1	6.100000e-01	9.997984e-01	1
15365	SLC5A8	solute carrier family 5 (iodide transporter), member 8	1889	3	233	3	5	1	2	0	8	7	8	9.800168e-01	1	5.200000e-01	9.997990e-01	1
15366	TTBK2	tau tubulin kinase 2	3791	1	432	0	3	0	1	0	4	4	4	9.800420e-01	1	3.500000e-01	9.997995e-01	1
15367	TUBGCP2	tubulin, gamma complex associated protein 2	3373	11	66	2	1	0	0	0	1	1	1	9.997999e-01	NaN	NaN	9.997999e-01	1
15368	TRPC3	transient receptor potential cation channel, subfamily C, member 3	2814	0	236	4	7	0	0	0	7	7	7	9.801048e-01	1	4.660000e-01	9.998008e-01	1
15369	SLC5A2	solute carrier family 5 (sodium/glucose cotransporter), member 2	2073	3	22	4	1	0	0	1	2	2	2	9.802549e-01	1	3.820000e-01	9.998038e-01	1
15370	FBXO38	F-box protein 38	3652	5	155	0	5	0	0	1	6	4	6	9.803104e-01	1	3.720000e-01	9.998049e-01	1
15371	STBD1	starch binding domain 1	1085	10	19	3	0	1	0	0	1	1	1	9.998058e-01	NaN	NaN	9.998058e-01	1
15372	ADAP2	ArfGAP with dual PH domains 2	1189	13	88	2	1	0	0	0	1	1	1	9.998072e-01	NaN	NaN	9.998072e-01	1
15373	RHOD	ras homolog gene family, member D	652	8	34	1	2	0	0	0	2	2	2	9.804417e-01	1	9.100000e-01	9.998075e-01	1
15374	NPTX2	neuronal pentraxin II	1315	0	67	3	2	0	0	0	2	2	2	9.804736e-01	1	1.360000e-01	9.998081e-01	1
15375	ECT2	epithelial cell transforming sequence 2 oncogene	2742	3	168	3	2	0	0	0	2	2	2	9.805383e-01	1	6.630000e-01	9.998094e-01	1
15376	KCNA5	potassium voltage-gated channel, shaker-related subfamily, member 5	1846	3	11	1	8	1	0	1	10	10	10	9.805423e-01	1	9.080000e-01	9.998095e-01	1
15377	GLYATL3	glycine-N-acyltransferase-like 3	891	3	120	1	2	0	0	0	2	2	2	9.805715e-01	1	1	9.998100e-01	1
15378	DNAJA2	DnaJ (Hsp40) homolog, subfamily A, member 2	1273	3	51	0	1	0	0	1	2	2	2	9.806182e-01	1	3.100000e-01	9.998109e-01	1
15379	IER5	immediate early response 5	988	10	15	1	3	0	0	0	3	3	3	9.806222e-01	1	7.920000e-01	9.998110e-01	1
15380	LDB3	LIM domain binding 3	2588	5	175	1	3	0	0	0	3	3	3	9.806909e-01	1	7.530000e-01	9.998124e-01	1
15381	COX10	COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)	1357	0	342	0	3	0	0	0	3	3	3	9.806925e-01	1	9.570000e-01	9.998124e-01	1
15382	CHIT1	chitinase 1 (chitotriosidase)	1445	6	34	0	1	1	0	0	2	2	2	9.807281e-01	1	9.140000e-01	9.998131e-01	1
15383	AP1B1	adaptor-related protein complex 1, beta 1 subunit	2945	8	146	3	2	0	2	0	4	4	4	9.807475e-01	1	9.680000e-01	9.998135e-01	1
15384	C7orf72	chromosome 7 open reading frame 72	1385	0	189	0	3	0	0	0	3	2	3	9.807908e-01	1	8.030000e-01	9.998143e-01	1
15385	CABLES1	Cdk5 and Abl enzyme substrate 1	1993	0	323	3	2	0	0	0	2	2	2	9.808216e-01	1	7.170000e-01	9.998149e-01	1
15386	TOP3B	topoisomerase (DNA) III beta	2663	7	61	1	0	0	1	0	1	1	1	9.998165e-01	NaN	NaN	9.998165e-01	1
15387	C2orf16	chromosome 2 open reading frame 16	5959	1	13	4	11	0	0	0	11	11	11	9.809044e-01	1	8.030000e-01	9.998165e-01	1
15388	ASB4	ankyrin repeat and SOCS box-containing 4	1367	0	288	1	3	0	0	0	3	3	3	9.809401e-01	1	4.790000e-01	9.998172e-01	1
15389	SCAPER	S phase cyclin A-associated protein in the ER	4362	0	1436	2	6	2	1	1	10	10	10	9.809800e-01	1	7.710000e-01	9.998180e-01	1
15390	ANKH	ankylosis, progressive homolog (mouse)	1525	1	465	0	2	0	0	0	2	2	2	9.810357e-01	1	6.530000e-01	9.998190e-01	1
15391	TJP1	tight junction protein 1 (zona occludens 1)	5355	0	557	6	15	1	3	0	19	18	19	9.811044e-01	1	7.290000e-01	9.998203e-01	1
15392	C17orf71	chromosome 17 open reading frame 71	2992	8	10	2	5	0	0	0	5	5	5	9.811128e-01	1	8.830000e-01	9.998205e-01	1
15393	PLCB2	phospholipase C, beta 2	3682	2	41	5	4	0	0	0	4	4	4	9.811387e-01	1	8.140000e-01	9.998210e-01	1
15394	GIMAP1	GTPase, IMAP family member 1	937	0	34	1	3	0	0	0	3	3	3	9.812353e-01	1	9.850000e-01	9.998228e-01	1
15395	HPSE	heparanase	1687	5	110	3	3	1	0	0	4	4	4	9.812760e-01	1	7.830000e-01	9.998236e-01	1
15396	PAFAH2	platelet-activating factor acetylhydrolase 2, 40kDa	1227	5	91	0	2	0	0	0	2	2	2	9.813278e-01	1	9.190000e-01	9.998246e-01	1
15397	BAT2L1		6812	5	198	4	8	0	1	0	9	8	9	9.813438e-01	1	8.520000e-01	9.998249e-01	1
15398	DOPEY1	dopey family member 1	7551	6	242	5	14	0	2	1	17	16	17	9.813583e-01	1	8.720000e-01	9.998252e-01	1
15399	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	2537	8	218	3	3	0	2	1	6	6	6	9.813890e-01	1	9.880000e-01	9.998257e-01	1
15400	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	1587	7	25	4	1	0	0	0	1	1	1	9.998258e-01	NaN	NaN	9.998258e-01	1
15401	NPAS4	neuronal PAS domain protein 4	2441	15	16	2	3	0	0	0	3	3	3	9.814635e-01	1	6.360000e-01	9.998271e-01	1
15402	GSPT2	G1 to S phase transition 2	1891	2	11	2	3	0	0	0	3	3	3	9.815471e-01	1	3.400000e-01	9.998287e-01	1
15403	C3orf59	chromosome 3 open reading frame 59	1484	0	529	4	4	0	0	0	4	4	4	9.815493e-01	1	9.800000e-01	9.998287e-01	1
15404	DRD2	dopamine receptor D2	1365	1	213	1	3	0	1	0	4	4	4	9.815678e-01	1	6.900000e-02	9.998291e-01	1
15405	CXCR3	chemokine (C-X-C motif) receptor 3	1269	9	8	0	3	0	0	0	3	3	3	9.816047e-01	1	7.160000e-01	9.998298e-01	1
15406	OVCH2	ovochymase 2	1750	2	53	5	5	0	0	0	5	5	5	9.816241e-01	1	8.500000e-01	9.998301e-01	1
15407	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	1094	0	892	1	8	1	1	0	10	9	10	9.817442e-01	1	8.410000e-01	9.998323e-01	1
15408	KIAA1409	KIAA1409	7770	4	1065	8	23	0	2	1	26	24	26	9.817658e-01	1	9.970000e-01	9.998327e-01	1
15409	GPR180	G protein-coupled receptor 180	1357	4	87	2	1	0	0	0	1	1	1	9.998328e-01	NaN	NaN	9.998328e-01	1
15410	SYT10	synaptotagmin X	1596	0	436	2	6	1	2	0	9	9	9	9.817697e-01	1	9.620000e-01	9.998328e-01	1
15411	INA	internexin neuronal intermediate filament protein, alpha	1512	6	38	3	3	0	0	0	3	3	3	9.818058e-01	1	8.860000e-01	9.998335e-01	1
15412	FRK	fyn-related kinase	1546	1	367	1	6	0	0	0	6	6	6	9.818432e-01	1	5.860000e-01	9.998342e-01	1
15413	SGMS2	sphingomyelin synthase 2	1142	1	385	1	2	0	0	0	2	2	2	9.818450e-01	1	5.860000e-01	9.998342e-01	1
15414	TRMT61B	tRNA methyltransferase 61 homolog B (S. cerevisiae)	1550	16	55	1	1	0	1	0	2	2	2	9.819053e-01	1	7.980000e-01	9.998353e-01	1
15415	C6orf150	chromosome 6 open reading frame 150	1588	10	76	0	4	0	0	0	4	4	4	9.819551e-01	1	9.640000e-01	9.998362e-01	1
15416	ADAM18	ADAM metallopeptidase domain 18	2298	4	641	2	12	2	0	0	14	14	14	9.819641e-01	1	9.780000e-01	9.998364e-01	1
15417	PCCA	propionyl Coenzyme A carboxylase, alpha polypeptide	2279	1	1419	4	4	0	0	1	5	5	5	9.820724e-01	1	6.370000e-01	9.998383e-01	1
15418	TMEM114	transmembrane protein 114	377	4	17	1	1	0	0	0	1	1	1	9.998383e-01	NaN	NaN	9.998383e-01	1
15419	OR2K2	olfactory receptor, family 2, subfamily K, member 2	950	15	7	2	2	0	0	0	2	2	2	9.821039e-01	1	8.280000e-01	9.998389e-01	1
15420	C9orf68	chromosome 9 open reading frame 68	1757	6	201	1	1	0	0	0	1	1	1	9.998394e-01	NaN	NaN	9.998394e-01	1
15421	IFNB1	interferon, beta 1, fibroblast	567	7	6	0	1	0	0	0	1	1	1	9.998396e-01	NaN	NaN	9.998396e-01	1
15422	MYH1	myosin, heavy chain 1, skeletal muscle, adult	6138	0	77	5	14	0	3	0	17	17	17	9.822128e-01	1	9.690000e-01	9.998409e-01	1
15423	CREB5	cAMP responsive element binding protein 5	1633	1	1648	1	3	0	0	2	5	5	5	9.822266e-01	1	7.600000e-01	9.998411e-01	1
15424	IGF1R	insulin-like growth factor 1 receptor	4187	0	1193	10	15	0	1	0	16	15	16	9.822794e-01	1	7.350000e-01	9.998421e-01	1
15425	POF1B	premature ovarian failure, 1B	1834	0	542	0	9	0	1	0	10	10	10	9.823040e-01	1	5.190000e-01	9.998425e-01	1
15426	C14orf142	chromosome 14 open reading frame 142	586	20	15	0	2	0	0	0	2	2	2	9.823357e-01	1	8.990000e-01	9.998431e-01	1
15427	GLUD2	glutamate dehydrogenase 2	1680	0	15	0	2	0	0	0	2	2	2	9.823530e-01	1	5.060000e-01	9.998434e-01	1
15428	WDFY3	WD repeat and FYVE domain containing 3	10882	0	1254	13	40	2	3	1	46	39	46	9.823870e-01	1	9.990000e-01	9.998440e-01	1
15429	WDR8	WD repeat domain 8	1435	9	53	4	1	0	0	0	1	1	1	9.998447e-01	NaN	NaN	9.998447e-01	1
15430	DOCK8	dedicator of cytokinesis 8	6911	7	684	10	14	0	1	1	16	15	16	9.824665e-01	1	6.260000e-01	9.998454e-01	1
15431	TRIM7	tripartite motif-containing 7	1696	2	43	1	2	0	0	0	2	2	2	9.824895e-01	1	8.730000e-01	9.998458e-01	1
15432	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa	1106	4	207	0	3	0	0	1	4	2	4	9.824900e-01	1	4.250000e-01	9.998458e-01	1
15433	TBL1X	transducin (beta)-like 1X-linked	1816	10	606	1	1	0	1	0	2	1	2	9.998463e-01	NaN	NaN	9.998463e-01	1
15434	STS	steroid sulfatase (microsomal), isozyme S	1788	0	307	1	2	0	0	0	2	2	2	9.825333e-01	1	9.660000e-01	9.998466e-01	1
15435	MYOD1	myogenic differentiation 1	975	1	18	2	8	1	0	0	9	8	9	9.825430e-01	1	5.000000e-01	9.998467e-01	1
15436	CRIM1	cysteine rich transmembrane BMP regulator 1 (chordin-like)	3177	0	778	3	9	0	0	0	9	9	9	9.825505e-01	1	9.880000e-01	9.998469e-01	1
15437	EMR1	egf-like module containing, mucin-like, hormone receptor-like 1	2743	4	164	3	3	0	2	0	5	5	5	9.826075e-01	1	7.830000e-01	9.998479e-01	1
15438	PRSS55	protease, serine, 55	1079	3	54	1	7	0	0	0	7	7	7	9.826239e-01	1	6.220000e-01	9.998482e-01	1
15439	FAM107B	family with sequence similarity 107, member B	941	1	908	1	0	0	1	0	1	1	1	9.998482e-01	NaN	NaN	9.998482e-01	1
15440	FTSJ2	FtsJ homolog 2 (E. coli)	997	16	26	1	1	0	0	0	1	1	1	9.998487e-01	NaN	NaN	9.998487e-01	1
15441	STATH	statherin	212	2	37	0	1	0	1	0	2	2	2	9.998502e-01	NaN	NaN	9.998502e-01	1
15442	CHRM4	cholinergic receptor, muscarinic 4	1442	0	20	4	2	0	0	2	4	3	4	9.828193e-01	1	9.480000e-01	9.998516e-01	1
15443	SCN2A	sodium channel, voltage-gated, type II, alpha subunit	6218	0	557	5	14	1	3	0	18	17	18	9.828291e-01	1	8.560000e-01	9.998517e-01	1
15444	RUVBL1	RuvB-like 1 (E. coli)	1415	3	107	0	2	0	0	0	2	2	2	9.828385e-01	1	2.400000e-01	9.998519e-01	1
15445	DUSP18	dual specificity phosphatase 18	579	10	20	0	2	0	0	0	2	2	2	9.828803e-01	1	4.810000e-01	9.998526e-01	1
15446	DMRTA2	DMRT-like family A2	1308	5	28	4	3	0	0	1	4	3	4	9.998529e-01	NaN	NaN	9.998529e-01	1
15447	ADHFE1	alcohol dehydrogenase, iron containing, 1	2174	6	108	1	3	0	1	0	4	3	4	9.828964e-01	1	9.430000e-01	9.998529e-01	1
15448	CDK16	cyclin-dependent kinase 16	1792	1	19	0	3	0	0	0	3	3	3	9.829347e-01	1	9.160000e-01	9.998536e-01	1
15449	GATA5	GATA binding protein 5	1224	3	47	0	2	0	0	0	2	2	2	9.829415e-01	1	6.340000e-01	9.998537e-01	1
15450	PNRC2	proline-rich nuclear receptor coactivator 2	424	0	13	1	1	0	0	0	1	1	1	9.998538e-01	NaN	NaN	9.998538e-01	1
15451	C6orf132	chromosome 6 open reading frame 132	3586	2	130	1	4	1	0	0	5	5	5	9.830307e-01	1	7.030000e-01	9.998552e-01	1
15452	RBM15B	RNA binding motif protein 15B	2695	3	12	1	2	0	0	0	2	2	2	9.830435e-01	1	7.340000e-01	9.998554e-01	1
15453	HEPH	hephaestin	3719	0	334	4	4	0	3	0	7	7	7	9.830581e-01	1	8.800000e-01	9.998557e-01	1
15454	LPCAT1	lysophosphatidylcholine acyltransferase 1	1657	8	180	4	2	1	0	0	3	3	3	9.831149e-01	1	8.590000e-01	9.998566e-01	1
15455	PDS5A	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)	4173	1	373	2	1	0	1	1	3	3	3	9.831233e-01	1	6.210000e-01	9.998568e-01	1
15456	MKLN1	muskelin 1, intracellular mediator containing kelch motifs	2315	0	1086	1	1	0	0	0	1	1	1	9.998577e-01	NaN	NaN	9.998577e-01	1
15457	OCRL	oculocerebrorenal syndrome of Lowe	2798	2	119	0	2	0	0	0	2	1	2	9.998590e-01	NaN	NaN	9.998590e-01	1
15458	NOP56	NOP56 ribonucleoprotein homolog (yeast)	1833	15	17	2	2	0	0	0	2	2	2	9.833170e-01	1	8.760000e-01	9.998601e-01	1
15459	CAMK1D	calcium/calmodulin-dependent protein kinase ID	1235	0	1523	2	5	0	0	0	5	5	5	9.833746e-01	1	6.510000e-01	9.998610e-01	1
15460	TGFBR3	transforming growth factor, beta receptor III	2625	1	683	3	6	0	1	0	7	7	7	9.833778e-01	1	6.050000e-01	9.998611e-01	1
15461	NEO1	neogenin homolog 1 (chicken)	4498	0	779	4	10	0	0	1	11	10	11	9.833795e-01	1	6.020000e-01	9.998611e-01	1
15462	ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	3312	4	292	2	6	0	1	1	8	8	8	9.834011e-01	1	8.780000e-01	9.998615e-01	1
15463	LMTK3	lemur tyrosine kinase 3	4530	3	72	1	0	0	1	1	2	2	2	9.998619e-01	NaN	NaN	9.998619e-01	1
15464	MAPK6	mitogen-activated protein kinase 6	2192	1	116	2	2	0	0	0	2	2	2	9.835192e-01	1	1.330000e-01	9.998634e-01	1
15465	APOA4	apolipoprotein A-IV	1203	11	13	1	2	0	0	1	3	3	3	9.835214e-01	1	7.100000e-01	9.998635e-01	1
15466	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	2336	1	425	1	2	0	1	0	3	3	3	9.835423e-01	1	7.470000e-01	9.998638e-01	1
15467	ZNF485	zinc finger protein 485	1350	7	34	2	1	0	0	0	1	1	1	9.998644e-01	NaN	NaN	9.998644e-01	1
15468	MYO3B	myosin IIIB	4288	0	1489	3	10	0	3	0	13	12	13	9.836114e-01	1	4.540000e-01	9.998650e-01	1
15469	EXOC2	exocyst complex component 2	3650	1	503	3	5	0	0	0	5	5	5	9.836706e-01	1	8.230000e-01	9.998659e-01	1
15470	LCN1	lipocalin 1 (tear prealbumin)	560	12	26	0	0	0	1	0	1	1	1	9.998661e-01	NaN	NaN	9.998661e-01	1
15471	EFHA2	EF-hand domain family, member A2	1649	0	604	3	9	0	0	0	9	9	9	9.837726e-01	1	8.550000e-01	9.998676e-01	1
15472	DYNC1I1	dynein, cytoplasmic 1, intermediate chain 1	2005	0	1678	6	10	0	0	1	11	11	11	9.837746e-01	1	8.570000e-01	9.998676e-01	1
15473	PKP2	plakophilin 2	2700	0	414	8	8	0	0	0	8	8	8	9.838161e-01	1	9.780000e-01	9.998683e-01	1
15474	PDPN	podoplanin	745	5	107	2	1	0	1	0	2	2	2	9.998685e-01	NaN	NaN	9.998685e-01	1
15475	VEGFA	vascular endothelial growth factor A	1294	11	43	0	3	0	0	0	3	3	3	9.838475e-01	1	9.310000e-01	9.998688e-01	1
15476	ANKRD28	ankyrin repeat domain 28	3270	2	477	2	4	0	1	1	6	6	6	9.838893e-01	1	3.310000e-01	9.998695e-01	1
15477	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	4622	5	75	3	8	0	0	0	8	8	8	9.839205e-01	1	7.010000e-01	9.998700e-01	1
15478	ATP5F1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1	1254	13	40	0	1	0	1	0	2	2	2	9.839604e-01	1	6.830000e-01	9.998707e-01	1
15479	FJX1	four jointed box 1 (Drosophila)	1318	2	17	4	2	0	0	0	2	2	2	9.840109e-01	1	9.860000e-01	9.998715e-01	1
15480	FAM181A	family with sequence similarity 181, member A	1081	5	34	1	2	0	0	0	2	2	2	9.840519e-01	1	8.910000e-01	9.998721e-01	1
15481	SLC4A4	solute carrier family 4, sodium bicarbonate cotransporter, member 4	3600	0	1433	1	10	0	1	0	11	11	11	9.841580e-01	1	7.000000e-01	9.998738e-01	1
15482	EHBP1	EH domain binding protein 1	3788	2	1119	2	4	2	1	1	8	8	8	9.841593e-01	1	8.670000e-01	9.998739e-01	1
15483	PRSS37	protease, serine, 37	727	5	34	1	3	0	0	1	4	4	4	9.841769e-01	1	8.600000e-01	9.998741e-01	1
15484	UST	uronyl-2-sulfotransferase	1250	0	878	0	2	0	0	0	2	2	2	9.841887e-01	1	9.680000e-01	9.998743e-01	1
15485	RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	2307	2	240	0	2	0	1	0	3	3	3	9.841993e-01	1	9.720000e-01	9.998745e-01	1
15486	IGF2BP3	insulin-like growth factor 2 mRNA binding protein 3	1799	1	537	3	2	1	0	0	3	3	3	9.842423e-01	1	9.750000e-01	9.998752e-01	1
15487	SEC31B	SEC31 homolog B (S. cerevisiae)	3645	11	80	0	2	0	1	1	4	4	4	9.842737e-01	1	9.630000e-01	9.998757e-01	1
15488	CASC5	cancer susceptibility candidate 5	7133	6	173	2	10	0	1	0	11	9	11	9.843011e-01	1	9.180000e-01	9.998761e-01	1
15489	CECR2	cat eye syndrome chromosome region, candidate 2	4400	0	241	4	6	1	0	0	7	7	7	9.843072e-01	1	7.650000e-01	9.998762e-01	1
15490	ZDHHC15	zinc finger, DHHC-type containing 15	1136	1	628	1	6	0	1	0	7	6	7	9.843198e-01	1	3.600000e-01	9.998764e-01	1
15491	TARDBP	TAR DNA binding protein	1273	6	47	0	3	0	0	0	3	3	3	9.843346e-01	1	2.620000e-01	9.998767e-01	1
15492	NLRP3	NLR family, pyrin domain containing 3	3169	2	105	1	7	0	0	0	7	7	7	9.844058e-01	1	5.830000e-01	9.998778e-01	1
15493	OR51I1	olfactory receptor, family 51, subfamily I, member 1	949	0	34	0	4	0	0	0	4	4	4	9.844245e-01	1	7.950000e-01	9.998781e-01	1
15494	ERGIC2	ERGIC and golgi 2	1186	1	151	3	2	0	1	0	3	3	3	9.844941e-01	1	9.690000e-01	9.998792e-01	1
15495	B3GALTL	beta 1,3-galactosyltransferase-like	1553	3	340	3	1	0	1	1	3	3	3	9.845053e-01	1	6.670000e-01	9.998793e-01	1
15496	SAP30L	SAP30-like	568	9	51	0	1	0	0	0	1	1	1	9.998795e-01	NaN	NaN	9.998795e-01	1
15497	SIK3	SIK family kinase 3	3889	4	648	1	5	1	0	1	7	7	7	9.845726e-01	1	4.570000e-01	9.998804e-01	1
15498	TADA2B	transcriptional adaptor 2B	2800	2	41	1	2	0	1	0	3	2	3	9.846103e-01	1	4.200000e-01	9.998810e-01	1
15499	CADM1	cell adhesion molecule 1	1367	0	1300	2	2	2	2	0	6	6	6	9.846147e-01	1	8.610000e-01	9.998810e-01	1
15500	SLC17A8	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8	1817	1	228	4	0	0	1	1	2	2	2	9.846406e-01	1	5.800000e-01	9.998814e-01	1
15501	PPM1H	protein phosphatase 1H (PP2C domain containing)	1584	2	938	3	2	0	2	0	4	4	4	9.846459e-01	1	7.330000e-01	9.998815e-01	1
15502	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	5703	5	391	3	4	1	2	0	7	7	7	9.846983e-01	1	8.060000e-01	9.998823e-01	1
15503	SATB1	SATB homeobox 1	2342	2	292	3	2	1	1	0	4	4	4	9.847683e-01	1	6.870000e-01	9.998834e-01	1
15504	GHSR	growth hormone secretagogue receptor	1182	10	17	1	5	0	0	0	5	5	5	9.848023e-01	1	6.210000e-01	9.998839e-01	1
15505	LASS6	LAG1 homolog, ceramide synthase 6	1192	1	989	1	1	0	0	0	1	1	1	9.998845e-01	NaN	NaN	9.998845e-01	1
15506	LARS	leucyl-tRNA synthetase	3655	4	174	2	1	0	0	0	1	1	1	9.998850e-01	NaN	NaN	9.998850e-01	1
15507	FOXO3	forkhead box O3	2046	5	300	1	4	0	0	0	4	4	4	9.849495e-01	1	4.660000e-01	9.998862e-01	1
15508	TMEM64	transmembrane protein 64	1152	1	69	2	1	0	0	0	1	1	1	9.998872e-01	NaN	NaN	9.998872e-01	1
15509	KIAA1797	KIAA1797	5579	0	1005	2	9	0	2	0	11	10	11	9.850290e-01	1	6.460000e-01	9.998874e-01	1
15510	GADL1	glutamate decarboxylase-like 1	1624	3	604	1	4	0	1	0	5	5	5	9.850528e-01	1	7.300000e-01	9.998877e-01	1
15511	NR1I3	nuclear receptor subfamily 1, group I, member 3	1227	16	25	3	3	0	0	0	3	3	3	9.850780e-01	1	8.570000e-01	9.998881e-01	1
15512	SERPINB4	serpin peptidase inhibitor, clade B (ovalbumin), member 4	1202	11	38	1	4	0	0	1	5	5	5	9.850788e-01	1	8.030000e-01	9.998881e-01	1
15513	AKAP10	A kinase (PRKA) anchor protein 10	2046	0	216	1	2	0	0	0	2	2	2	9.851156e-01	1	9.230000e-01	9.998887e-01	1
15514	CPEB3	cytoplasmic polyadenylation element binding protein 3	2177	9	602	3	1	0	0	0	1	1	1	9.998891e-01	NaN	NaN	9.998891e-01	1
15515	WIF1	WNT inhibitory factor 1	1179	2	267	0	2	0	0	0	2	2	2	9.851480e-01	1	9.310000e-01	9.998892e-01	1
15516	TMEM209	transmembrane protein 209	1888	9	100	0	3	0	0	0	3	3	3	9.853345e-01	1	9.000000e-01	9.998919e-01	1
15517	SFRS13B		804	6	63	0	0	0	1	0	1	1	1	9.998930e-01	NaN	NaN	9.998930e-01	1
15518	CREB3L2	cAMP responsive element binding protein 3-like 2	1611	0	509	4	2	0	0	0	2	2	2	9.854320e-01	1	7.650000e-01	9.998934e-01	1
15519	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1	3398	2	316	1	3	0	0	0	3	3	3	9.855051e-01	1	9.150000e-01	9.998944e-01	1
15520	SEPT14	septin 14	1340	1	257	0	2	0	0	0	2	2	2	9.855872e-01	1	7.490000e-01	9.998956e-01	1
15521	CRCP	CGRP receptor component	559	11	105	0	1	0	0	0	1	1	1	9.998960e-01	NaN	NaN	9.998960e-01	1
15522	BMPER	BMP binding endothelial regulator	2117	0	1404	4	11	1	0	0	12	11	12	9.856576e-01	1	9.850000e-01	9.998967e-01	1
15523	DENND1A	DENN/MADD domain containing 1A	3220	1	1361	2	7	0	1	1	9	7	9	9.857414e-01	1	9.290000e-01	9.998979e-01	1
15524	SYNE1	spectrin repeat containing, nuclear envelope 1	27066	0	1509	22	55	2	4	2	63	58	63	9.857858e-01	1	9.920000e-01	9.998985e-01	1
15525	FZD10	frizzled homolog 10 (Drosophila)	1750	1	30	2	7	0	0	0	7	7	7	9.857861e-01	1	8.910000e-01	9.998985e-01	1
15526	ATG2B	ATG2 autophagy related 2 homolog B (S. cerevisiae)	6401	3	248	4	9	0	3	0	12	11	12	9.858669e-01	1	9.580000e-01	9.998997e-01	1
15527	CNDP1	carnosine dipeptidase 1 (metallopeptidase M20 family)	1570	2	183	1	7	0	2	0	9	7	9	9.859469e-01	1	8.370000e-01	9.999008e-01	1
15528	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)	2313	0	814	5	9	0	0	0	9	9	9	9.860279e-01	1	8.700000e-01	9.999019e-01	1
15529	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	558	3	67	0	1	0	0	0	1	1	1	9.999022e-01	NaN	NaN	9.999022e-01	1
15530	LDHD	lactate dehydrogenase D	1566	6	19	3	2	0	0	0	2	2	2	9.860864e-01	1	7.000000e-01	9.999028e-01	1
15531	DIS3L2	DIS3 mitotic control homolog (S. cerevisiae)-like 2	2742	0	910	1	4	0	1	0	5	5	5	9.861420e-01	1	7.420000e-01	9.999035e-01	1
15532	BMP4	bone morphogenetic protein 4	1260	5	28	3	4	0	0	0	4	4	4	9.861811e-01	1	9.180000e-01	9.999041e-01	1
15533	ASNS	asparagine synthetase	1757	4	57	2	3	0	0	0	3	2	3	9.861888e-01	1	9.170000e-01	9.999042e-01	1
15534	MARCH3	membrane-associated ring finger (C3HC4) 3	785	2	399	1	1	0	0	0	1	1	1	9.999049e-01	NaN	NaN	9.999049e-01	1
15535	PLEKHH2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	5528	4	425	4	9	0	0	2	11	9	11	9.862671e-01	1	9.900000e-01	9.999053e-01	1
